episode,reward,length,success,collisions,battery,epsilon
2538,62.39999999999993,83,1,0,83.0,0.07900300839416118
2539,55.39999999999991,104,1,1,104.0,0.07892400538576702
2540,61.3999999999999,93,1,0,93.0,0.07884508138038125
2541,51.39999999999994,95,1,2,95.0,0.07876623629900087
2542,56.59999999999992,92,1,1,92.0,0.07868747006270187
2543,56.99999999999993,88,1,1,88.0,0.07860878259263916
2544,50.39999999999992,105,1,2,105.0,0.07853017381004652
2545,55.1999999999999,106,1,1,106.0,0.07845164363623648
2546,56.79999999999993,90,1,1,90.0,0.07837319199260025
2547,51.799999999999926,91,1,2,91.0,0.07829481880060765
2548,51.79999999999994,91,1,2,91.0,0.07821652398180705
2549,60.39999999999992,103,1,0,103.0,0.07813830745782524
2550,56.799999999999905,90,1,1,90.0,0.07806016915036741
2551,62.39999999999993,83,1,0,83.0,0.07798210898121705
2552,61.1999999999999,95,1,0,95.0,0.07790412687223583
2553,55.99999999999993,98,1,1,98.0,0.07782622274536359
2554,62.199999999999925,85,1,0,85.0,0.07774839652261822
2555,62.19999999999991,85,1,0,85.0,0.0776706481260956
2556,56.99999999999991,88,1,1,88.0,0.0775929774779695
2557,57.19999999999994,86,1,1,86.0,0.07751538450049153
2558,55.39999999999992,104,1,1,104.0,0.07743786911599104
2559,39.99999999999993,111,1,4,111.0,0.07736043124687506
2560,46.39999999999997,96,1,3,96.0,0.07728307081562819
2561,61.79999999999991,89,1,0,89.0,0.07720578774481256
2562,62.19999999999992,85,1,0,85.0,0.07712858195706775
2563,60.199999999999925,105,1,0,105.0,0.07705145337511068
2564,59.19999999999989,115,1,0,115.0,0.07697440192173557
2565,55.7999999999999,100,1,1,100.0,0.07689742751981384
2566,61.19999999999992,95,1,0,95.0,0.07682053009229402
2567,56.599999999999916,92,1,1,92.0,0.07674370956220172
2568,50.1999999999999,107,1,2,107.0,0.07666696585263952
2569,57.799999999999926,80,1,1,80.0,0.07659029888678688
2570,51.799999999999926,91,1,2,91.0,0.07651370858790009
2571,56.19999999999993,96,1,1,96.0,0.07643719487931219
2572,55.599999999999916,102,1,1,102.0,0.07636075768443289
2573,51.59999999999992,93,1,2,93.0,0.07628439692674846
2574,60.19999999999991,105,1,0,105.0,0.07620811252982171
2575,50.39999999999992,105,1,2,105.0,0.07613190441729188
2576,50.399999999999906,105,1,2,105.0,0.07605577251287458
2577,47.39999999999992,86,1,3,86.0,0.0759797167403617
2578,56.59999999999993,92,1,1,92.0,0.07590373702362134
2579,56.79999999999992,90,1,1,90.0,0.07582783328659772
2580,46.599999999999916,94,1,3,94.0,0.07575200545331112
2581,61.999999999999915,87,1,0,87.0,0.0756762534478578
2582,55.799999999999905,100,1,1,100.0,0.07560057719440995
2583,43.59999999999998,124,1,3,124.0,0.07552497661721554
2584,55.39999999999989,104,1,1,104.0,0.07544945164059833
2585,56.399999999999906,94,1,1,94.0,0.07537400218895772
2586,55.199999999999896,106,1,1,106.0,0.07529862818676876
2587,56.99999999999991,88,1,1,88.0,0.07522332955858199
2588,46.99999999999996,90,1,3,90.0,0.0751481062290234
2589,49.79999999999996,111,1,2,111.0,0.07507295812279438
2590,59.7999999999999,109,1,0,109.0,0.07499788516467158
2591,53.199999999999875,126,1,1,126.0,0.07492288727950691
2592,55.5999999999999,102,1,1,102.0,0.0748479643922274
2593,61.59999999999991,91,1,0,91.0,0.07477311642783518
2594,50.79999999999993,101,1,2,101.0,0.07469834331140734
2595,60.19999999999991,105,1,0,105.0,0.07462364496809594
2596,59.9999999999999,107,1,0,107.0,0.07454902132312784
2597,59.39999999999988,113,1,0,113.0,0.0744744723018047
2598,61.59999999999991,91,1,0,91.0,0.0743999978295029
2599,55.39999999999992,104,1,1,104.0,0.0743255978316734
2600,51.99999999999993,89,1,2,89.0,0.07425127223384173
2601,57.19999999999991,86,1,1,86.0,0.07417702096160789
2602,56.999999999999915,88,1,1,88.0,0.07410284394064628
2603,61.39999999999991,93,1,0,93.0,0.07402874109670564
2604,62.59999999999992,81,1,0,81.0,0.07395471235560894
2605,50.99999999999995,99,1,2,99.0,0.07388075764325333
2606,57.199999999999925,86,1,1,86.0,0.07380687688561008
2607,55.5999999999999,102,1,1,102.0,0.07373307000872446
2608,62.39999999999993,83,1,0,83.0,0.07365933693871574
2609,61.79999999999991,89,1,0,89.0,0.07358567760177702
2610,54.99999999999989,108,1,1,108.0,0.07351209192417524
2611,52.79999999999994,81,1,2,81.0,0.07343857983225106
2612,46.99999999999996,90,1,3,90.0,0.07336514125241882
2613,46.39999999999995,96,1,3,96.0,0.0732917761111664
2614,48.79999999999988,121,1,2,121.0,0.07321848433505523
2615,51.59999999999992,93,1,2,93.0,0.07314526585072018
2616,62.79999999999993,79,1,0,79.0,0.07307212058486945
2617,60.199999999999896,105,1,0,105.0,0.07299904846428458
2618,60.79999999999992,99,1,0,99.0,0.0729260494158203
2619,-28.500000000000284,300,0,10,300.0,0.07285312336640448
2620,55.7999999999999,100,1,1,100.0,0.07278027024303808
2621,60.19999999999989,105,1,0,105.0,0.07270748997279504
2622,56.99999999999993,88,1,1,88.0,0.07263478248282225
2623,57.39999999999993,84,1,1,84.0,0.07256214770033943
2624,55.999999999999915,98,1,1,98.0,0.0724895855526391
2625,61.79999999999991,89,1,0,89.0,0.07241709596708645
2626,59.5999999999999,111,1,0,111.0,0.07234467887111937
2627,61.99999999999993,87,1,0,87.0,0.07227233419224825
2628,60.19999999999989,105,1,0,105.0,0.07220006185805601
2629,56.199999999999925,96,1,1,96.0,0.07212786179619796
2630,61.99999999999992,87,1,0,87.0,0.07205573393440176
2631,61.79999999999991,89,1,0,89.0,0.07198367820046736
2632,60.99999999999991,97,1,0,97.0,0.0719116945222669
2633,54.999999999999886,108,1,1,108.0,0.07183978282774463
2634,61.199999999999896,95,1,0,95.0,0.07176794304491688
2635,61.599999999999916,91,1,0,91.0,0.07169617510187196
2636,51.19999999999993,97,1,2,97.0,0.07162447892677008
2637,60.599999999999916,101,1,0,101.0,0.07155285444784332
2638,50.39999999999994,105,1,2,105.0,0.07148130159339547
2639,62.59999999999992,81,1,0,81.0,0.07140982029180207
2640,56.79999999999992,90,1,1,90.0,0.07133841047151027
2641,50.199999999999946,107,1,2,107.0,0.07126707206103876
2642,56.59999999999991,92,1,1,92.0,0.07119580498897772
2643,56.19999999999993,96,1,1,96.0,0.07112460918398875
2644,60.199999999999896,105,1,0,105.0,0.07105348457480476
2645,60.799999999999926,99,1,0,99.0,0.07098243109022996
2646,62.799999999999926,79,1,0,79.0,0.07091144865913973
2647,55.79999999999991,100,1,1,100.0,0.07084053721048059
2648,57.79999999999993,80,1,1,80.0,0.0707696966732701
2649,61.1999999999999,95,1,0,95.0,0.07069892697659683
2650,62.19999999999991,85,1,0,85.0,0.07062822804962023
2651,61.99999999999991,87,1,0,87.0,0.0705575998215706
2652,59.399999999999885,113,1,0,113.0,0.07048704222174904
2653,54.3999999999999,114,1,1,114.0,0.07041655517952729
2654,60.7999999999999,99,1,0,99.0,0.07034613862434776
2655,46.599999999999966,94,1,3,94.0,0.07027579248572341
2656,60.9999999999999,97,1,0,97.0,0.07020551669323769
2657,61.99999999999992,87,1,0,87.0,0.07013531117654445
2658,61.1999999999999,95,1,0,95.0,0.07006517586536791
2659,56.5999999999999,92,1,1,92.0,0.06999511068950254
2660,54.599999999999895,112,1,1,112.0,0.06992511557881304
2661,61.399999999999906,93,1,0,93.0,0.06985519046323423
2662,56.19999999999991,96,1,1,96.0,0.06978533527277099
2663,62.19999999999993,85,1,0,85.0,0.06971554993749822
2664,59.99999999999991,107,1,0,107.0,0.06964583438756072
2665,56.79999999999991,90,1,1,90.0,0.06957618855317316
2666,59.79999999999989,109,1,0,109.0,0.06950661236461998
2667,56.399999999999935,94,1,1,94.0,0.06943710575225537
2668,60.99999999999992,97,1,0,97.0,0.06936766864650311
2669,53.79999999999989,120,1,1,120.0,0.06929830097785661
2670,60.799999999999905,99,1,0,99.0,0.06922900267687875
2671,41.59999999999995,95,1,4,95.0,0.06915977367420187
2672,56.399999999999906,94,1,1,94.0,0.06909061390052766
2673,61.19999999999991,95,1,0,95.0,0.06902152328662714
2674,54.599999999999916,112,1,1,112.0,0.06895250176334052
2675,49.99999999999992,109,1,2,109.0,0.06888354926157718
2676,57.79999999999994,80,1,1,80.0,0.0688146657123156
2677,62.39999999999991,83,1,0,83.0,0.06874585104660329
2678,50.39999999999996,105,1,2,105.0,0.06867710519555668
2679,61.59999999999991,91,1,0,91.0,0.06860842809036113
2680,42.999999999999964,130,1,3,130.0,0.06853981966227077
2681,62.39999999999991,83,1,0,83.0,0.06847127984260849
2682,62.59999999999993,81,1,0,81.0,0.06840280856276588
2683,46.19999999999997,98,1,3,98.0,0.06833440575420312
2684,61.79999999999991,89,1,0,89.0,0.06826607134844892
2685,61.79999999999991,89,1,0,89.0,0.06819780527710047
2686,52.39999999999993,85,1,2,85.0,0.06812960747182337
2687,61.999999999999915,87,1,0,87.0,0.06806147786435154
2688,57.59999999999993,82,1,1,82.0,0.06799341638648719
2689,50.39999999999992,105,1,2,105.0,0.06792542297010071
2690,61.79999999999993,89,1,0,89.0,0.06785749754713061
2691,50.599999999999916,103,1,2,103.0,0.06778964004958347
2692,62.999999999999936,77,1,0,77.0,0.06772185040953389
2693,62.59999999999992,81,1,0,81.0,0.06765412855912437
2694,50.19999999999996,107,1,2,107.0,0.06758647443056524
2695,60.79999999999991,99,1,0,99.0,0.06751888795613468
2696,56.39999999999992,94,1,1,94.0,0.06745136906817856
2697,49.99999999999993,109,1,2,109.0,0.06738391769911038
2698,51.99999999999994,89,1,2,89.0,0.06731653378141127
2699,51.999999999999915,89,1,2,89.0,0.06724921724762986
2700,55.59999999999992,102,1,1,102.0,0.06718196803038223
2701,44.599999999999945,114,1,3,114.0,0.06711478606235186
2702,47.99999999999991,129,1,2,129.0,0.06704767127628951
2703,55.3999999999999,104,1,1,104.0,0.06698062360501322
2704,54.399999999999885,114,1,1,114.0,0.06691364298140821
2705,62.19999999999993,85,1,0,85.0,0.06684672933842681
2706,57.39999999999992,84,1,1,84.0,0.06677988260908838
2707,56.79999999999991,90,1,1,90.0,0.06671310272647929
2708,62.599999999999916,81,1,0,81.0,0.06664638962375281
2709,54.5999999999999,112,1,1,112.0,0.06657974323412906
2710,61.19999999999991,95,1,0,95.0,0.06651316349089494
2711,53.59999999999987,122,1,1,122.0,0.06644665032740404
2712,56.19999999999993,96,1,1,96.0,0.06638020367707664
2713,57.39999999999993,84,1,1,84.0,0.06631382347339956
2714,43.799999999999926,122,1,3,122.0,0.06624750964992616
2715,61.79999999999992,89,1,0,89.0,0.06618126214027624
2716,56.79999999999994,90,1,1,90.0,0.06611508087813596
2717,55.799999999999926,100,1,1,100.0,0.06604896579725783
2718,62.39999999999993,83,1,0,83.0,0.06598291683146057
2719,61.199999999999896,95,1,0,95.0,0.0659169339146291
2720,62.79999999999993,79,1,0,79.0,0.06585101698071448
2721,56.399999999999906,94,1,1,94.0,0.06578516596373377
2722,61.1999999999999,95,1,0,95.0,0.06571938079777004
2723,62.399999999999935,83,1,0,83.0,0.06565366141697226
2724,61.99999999999992,87,1,0,87.0,0.06558800775555529
2725,59.39999999999989,113,1,0,113.0,0.06552241974779974
2726,60.799999999999905,99,1,0,99.0,0.06545689732805193
2727,62.59999999999992,81,1,0,81.0,0.06539144043072388
2728,54.9999999999999,108,1,1,108.0,0.06532604899029316
2729,55.199999999999896,106,1,1,106.0,0.06526072294130288
2730,55.999999999999936,98,1,1,98.0,0.06519546221836157
2731,51.599999999999966,93,1,2,93.0,0.06513026675614321
2732,61.999999999999915,87,1,0,87.0,0.06506513648938707
2733,57.599999999999945,82,1,1,82.0,0.06500007135289768
2734,60.99999999999991,97,1,0,97.0,0.06493507128154478
2735,59.59999999999989,111,1,0,111.0,0.06487013621026325
2736,52.39999999999994,85,1,2,85.0,0.06480526607405299
2737,57.59999999999993,82,1,1,82.0,0.06474046080797893
2738,58.19999999999986,125,1,0,125.0,0.06467572034717095
2739,50.199999999999946,107,1,2,107.0,0.06461104462682378
2740,60.79999999999991,99,1,0,99.0,0.06454643358219696
2741,55.99999999999991,98,1,1,98.0,0.06448188714861476
2742,56.39999999999992,94,1,1,94.0,0.06441740526146615
2743,57.59999999999993,82,1,1,82.0,0.06435298785620469
2744,56.1999999999999,96,1,1,96.0,0.06428863486834849
2745,54.799999999999905,110,1,1,110.0,0.06422434623348014
2746,61.39999999999992,93,1,0,93.0,0.06416012188724667
2747,51.599999999999916,93,1,2,93.0,0.06409596176535942
2748,58.19999999999993,76,1,1,76.0,0.06403186580359406
2749,51.1999999999999,97,1,2,97.0,0.06396783393779047
2750,51.59999999999992,93,1,2,93.0,0.06390386610385268
2751,62.19999999999992,85,1,0,85.0,0.06383996223774882
2752,62.799999999999926,79,1,0,79.0,0.06377612227551108
2753,57.399999999999935,84,1,1,84.0,0.06371234615323557
2754,55.99999999999992,98,1,1,98.0,0.06364863380708233
2755,52.39999999999992,85,1,2,85.0,0.06358498517327525
2756,45.5999999999999,104,1,3,104.0,0.06352140018810197
2757,55.799999999999905,100,1,1,100.0,0.06345787878791387
2758,57.799999999999926,80,1,1,80.0,0.06339442090912595
2759,61.79999999999992,89,1,0,89.0,0.06333102648821683
2760,56.799999999999926,90,1,1,90.0,0.06326769546172861
2761,61.99999999999992,87,1,0,87.0,0.06320442776626688
2762,56.19999999999991,96,1,1,96.0,0.06314122333850061
2763,62.19999999999992,85,1,0,85.0,0.06307808211516211
2764,61.599999999999916,91,1,0,91.0,0.06301500403304695
2765,54.399999999999885,114,1,1,114.0,0.0629519890290139
2766,52.39999999999992,85,1,2,85.0,0.06288903703998489
2767,56.79999999999992,90,1,1,90.0,0.0628261480029449
2768,56.19999999999993,96,1,1,96.0,0.06276332185494196
2769,60.39999999999989,103,1,0,103.0,0.06270055853308702
2770,41.799999999999955,93,1,4,93.0,0.06263785797455393
2771,62.599999999999916,81,1,0,81.0,0.06257522011657937
2772,50.99999999999991,99,1,2,99.0,0.0625126448964628
2773,60.99999999999992,97,1,0,97.0,0.062450132251566336
2774,59.99999999999991,107,1,0,107.0,0.062387682119314766
2775,62.59999999999992,81,1,0,81.0,0.06232529443719545
2776,60.199999999999896,105,1,0,105.0,0.06226296914275825
2777,56.99999999999991,88,1,1,88.0,0.06220070617361549
2778,59.599999999999895,111,1,0,111.0,0.062138505467441874
2779,61.39999999999991,93,1,0,93.0,0.06207636696197443
2780,56.39999999999992,94,1,1,94.0,0.062014290595012456
2781,57.19999999999991,86,1,1,86.0,0.06195227630441744
2782,62.39999999999993,83,1,0,83.0,0.06189032402811302
2783,61.19999999999992,95,1,0,95.0,0.06182843370408491
2784,56.19999999999992,96,1,1,96.0,0.061766605270380824
2785,54.39999999999988,114,1,1,114.0,0.061704838665110444
2786,57.59999999999994,82,1,1,82.0,0.06164313382644533
2787,55.19999999999991,106,1,1,106.0,0.06158149069261889
2788,51.79999999999994,91,1,2,91.0,0.06151990920192627
2789,61.39999999999991,93,1,0,93.0,0.06145838929272435
2790,55.5999999999999,102,1,1,102.0,0.061396930903431624
2791,60.59999999999991,101,1,0,101.0,0.061335533972528195
2792,62.999999999999936,77,1,0,77.0,0.061274198438555666
2793,62.199999999999925,85,1,0,85.0,0.06121292424011711
2794,61.19999999999992,95,1,0,95.0,0.06115171131587699
2795,61.59999999999992,91,1,0,91.0,0.06109055960456111
2796,61.799999999999926,89,1,0,89.0,0.06102946904495655
2797,46.99999999999991,90,1,3,90.0,0.06096843957591159
2798,62.39999999999993,83,1,0,83.0,0.06090747113633568
2799,56.99999999999993,88,1,1,88.0,0.06084656366519934
2800,62.39999999999991,83,1,0,83.0,0.06078571710153414
2801,62.39999999999993,83,1,0,83.0,0.06072493138443261
2802,56.99999999999992,88,1,1,88.0,0.060664206453048174
2803,62.39999999999994,83,1,0,83.0,0.06060354224659512
2804,41.79999999999998,93,1,4,93.0,0.06054293870434853
2805,60.199999999999896,105,1,0,105.0,0.06048239576564418
2806,57.19999999999993,86,1,1,86.0,0.06042191336987854
2807,60.9999999999999,97,1,0,97.0,0.06036149145650866
2808,61.79999999999992,89,1,0,89.0,0.06030112996505215
2809,60.99999999999991,97,1,0,97.0,0.0602408288350871
2810,61.39999999999993,93,1,0,93.0,0.06018058800625201
2811,60.99999999999991,97,1,0,97.0,0.06012040741824576
2812,59.19999999999991,115,1,0,115.0,0.06006028701082751
2813,51.999999999999915,89,1,2,89.0,0.060000226723816684
2814,57.59999999999992,82,1,1,82.0,0.059940226497092866
2815,56.999999999999915,88,1,1,88.0,0.05988028627059577
2816,55.19999999999989,106,1,1,106.0,0.05982040598432518
2817,61.99999999999992,87,1,0,87.0,0.05976058557834085
2818,52.19999999999994,87,1,2,87.0,0.05970082499276251
2819,61.39999999999992,93,1,0,93.0,0.059641124167769746
2820,57.199999999999925,86,1,1,86.0,0.059581483043601974
2821,59.199999999999875,115,1,0,115.0,0.05952190156055837
2822,55.3999999999999,104,1,1,104.0,0.05946237965899782
2823,54.39999999999989,114,1,1,114.0,0.05940291727933882
2824,46.19999999999991,98,1,3,98.0,0.05934351436205949
2825,55.799999999999905,100,1,1,100.0,0.05928417084769743
2826,56.399999999999906,94,1,1,94.0,0.05922488667684973
2827,58.79999999999989,119,1,0,119.0,0.05916566179017289
2828,57.199999999999925,86,1,1,86.0,0.059106496128382716
2829,62.199999999999925,85,1,0,85.0,0.05904738963225433
2830,59.99999999999989,107,1,0,107.0,0.058988342242622074
2831,61.999999999999915,87,1,0,87.0,0.058929353900379455
2832,62.39999999999991,83,1,0,83.0,0.058870424546479075
2833,62.19999999999992,85,1,0,85.0,0.0588115541219326
2834,52.99999999999993,79,1,2,79.0,0.05875274256781066
2835,60.599999999999916,101,1,0,101.0,0.058693989825242855
2836,56.79999999999991,90,1,1,90.0,0.058635295835417614
2837,58.59999999999988,121,1,0,121.0,0.058576660539582194
2838,62.799999999999926,79,1,0,79.0,0.058518083879042615
2839,60.7999999999999,99,1,0,99.0,0.05845956579516357
2840,61.399999999999906,93,1,0,93.0,0.05840110622936841
2841,56.1999999999999,96,1,1,96.0,0.05834270512313904
2842,57.59999999999992,82,1,1,82.0,0.058284362418015906
2843,54.39999999999994,114,1,1,114.0,0.05822607805559789
2844,59.999999999999886,107,1,0,107.0,0.05816785197754229
2845,62.39999999999992,83,1,0,83.0,0.05810968412556475
2846,61.99999999999991,87,1,0,87.0,0.058051574441439185
2847,60.799999999999926,99,1,0,99.0,0.05799352286699774
2848,62.399999999999935,83,1,0,83.0,0.057935529344130744
2849,61.39999999999992,93,1,0,93.0,0.05787759381478661
2850,50.79999999999993,101,1,2,101.0,0.057819716220971824
2851,54.199999999999925,116,1,1,116.0,0.05776189650475085
2852,55.79999999999991,100,1,1,100.0,0.0577041346082461
2853,63.19999999999993,75,1,0,75.0,0.05764643047363786
2854,58.39999999999993,74,1,1,74.0,0.05758878404316422
2855,60.19999999999989,105,1,0,105.0,0.05753119525912106
2856,59.79999999999988,109,1,0,109.0,0.05747366406386194
2857,61.79999999999993,89,1,0,89.0,0.057416190399798075
2858,57.19999999999993,86,1,1,86.0,0.05735877420939828
2859,60.399999999999906,103,1,0,103.0,0.05730141543518888
2860,56.599999999999916,92,1,1,92.0,0.05724411401975369
2861,61.79999999999992,89,1,0,89.0,0.057186869905733934
2862,57.199999999999946,86,1,1,86.0,0.0571296830358282
2863,55.999999999999915,98,1,1,98.0,0.05707255335279238
2864,51.19999999999997,97,1,2,97.0,0.057015480799439584
2865,49.59999999999995,113,1,2,113.0,0.05695846531864014
2866,62.59999999999992,81,1,0,81.0,0.0569015068533215
2867,61.599999999999916,91,1,0,91.0,0.05684460534646818
2868,62.59999999999992,81,1,0,81.0,0.05678776074112171
2869,56.79999999999991,90,1,1,90.0,0.056730972980380594
2870,59.7999999999999,109,1,0,109.0,0.05667424200740021
2871,55.199999999999896,106,1,1,106.0,0.05661756776539281
2872,62.399999999999935,83,1,0,83.0,0.05656095019762742
2873,59.7999999999999,109,1,0,109.0,0.056504389247429794
2874,60.59999999999992,101,1,0,101.0,0.05644788485818236
2875,56.79999999999993,90,1,1,90.0,0.05639143697332418
2876,56.59999999999991,92,1,1,92.0,0.05633504553635086
2877,40.59999999999991,105,1,4,105.0,0.05627871049081451
2878,61.79999999999991,89,1,0,89.0,0.0562224317803237
2879,61.59999999999993,91,1,0,91.0,0.056166209348543376
2880,60.799999999999905,99,1,0,99.0,0.056110043139194835
2881,46.39999999999996,96,1,3,96.0,0.05605393309605564
2882,57.39999999999992,84,1,1,84.0,0.055997879162959584
2883,55.9999999999999,98,1,1,98.0,0.055941881283796624
2884,62.39999999999991,83,1,0,83.0,0.055885939402512824
2885,50.19999999999991,107,1,2,107.0,0.05583005346311031
2886,62.59999999999993,81,1,0,81.0,0.0557742234096472
2887,51.99999999999993,89,1,2,89.0,0.055718449186237556
2888,60.799999999999905,99,1,0,99.0,0.055662730737051316
2889,57.39999999999992,84,1,1,84.0,0.055607068006314264
2890,61.39999999999991,93,1,0,93.0,0.05555146093830795
2891,61.999999999999915,87,1,0,87.0,0.05549590947736964
2892,56.59999999999991,92,1,1,92.0,0.05544041356789227
2893,62.59999999999992,81,1,0,81.0,0.05538497315432438
2894,58.999999999999886,117,1,0,117.0,0.05532958818117005
2895,49.399999999999885,115,1,2,115.0,0.05527425859298888
2896,61.199999999999896,95,1,0,95.0,0.05521898433439589
2897,57.799999999999926,80,1,1,80.0,0.0551637653500615
2898,61.79999999999991,89,1,0,89.0,0.05510860158471143
2899,60.399999999999906,103,1,0,103.0,0.05505349298312672
2900,56.39999999999991,94,1,1,94.0,0.054998439490143596
2901,54.999999999999936,108,1,1,108.0,0.05494344105065345
2902,60.999999999999936,97,1,0,97.0,0.05488849760960279
2903,52.199999999999946,87,1,2,87.0,0.05483360911199319
2904,56.19999999999992,96,1,1,96.0,0.0547787755028812
2905,56.39999999999992,94,1,1,94.0,0.054723996727378314
2906,61.999999999999915,87,1,0,87.0,0.054669272730650934
2907,52.39999999999993,85,1,2,85.0,0.05461460345792028
2908,55.99999999999991,98,1,1,98.0,0.054559988854462366
2909,49.79999999999991,111,1,2,111.0,0.054505428865607906
2910,52.19999999999994,87,1,2,87.0,0.0544509234367423
2911,56.79999999999992,90,1,1,90.0,0.05439647251330556
2912,61.99999999999992,87,1,0,87.0,0.054342076040792255
2913,62.199999999999925,85,1,0,85.0,0.054287733964751464
2914,61.199999999999925,95,1,0,95.0,0.054233446230786714
2915,62.19999999999992,85,1,0,85.0,0.054179212784555925
2916,61.599999999999916,91,1,0,91.0,0.05412503357177137
2917,61.599999999999916,91,1,0,91.0,0.0540709085381996
2918,60.39999999999991,103,1,0,103.0,0.0540168376296614
2919,62.799999999999926,79,1,0,79.0,0.053962820792031733
2920,62.39999999999993,83,1,0,83.0,0.053908857971239704
2921,56.599999999999916,92,1,1,92.0,0.05385494911326846
2922,56.999999999999915,88,1,1,88.0,0.0538010941641552
2923,61.59999999999993,91,1,0,91.0,0.05374729306999104
2924,56.1999999999999,96,1,1,96.0,0.05369354577692105
2925,56.39999999999992,94,1,1,94.0,0.053639852231144126
2926,50.3999999999999,105,1,2,105.0,0.053586212378912985
2927,62.99999999999993,77,1,0,77.0,0.05353262616653407
2928,50.59999999999994,103,1,2,103.0,0.053479093540367534
2929,55.3999999999999,104,1,1,104.0,0.05342561444682717
2930,33.999999999999986,122,1,5,122.0,0.05337218883238034
2931,62.799999999999926,79,1,0,79.0,0.053318816643547956
2932,62.79999999999993,79,1,0,79.0,0.05326549782690441
2933,59.9999999999999,107,1,0,107.0,0.053212232329077506
2934,61.79999999999992,89,1,0,89.0,0.05315902009674843
2935,56.99999999999993,88,1,1,88.0,0.05310586107665168
2936,55.199999999999896,106,1,1,106.0,0.05305275521557503
2937,52.39999999999993,85,1,2,85.0,0.052999702460359455
2938,62.59999999999993,81,1,0,81.0,0.052946702757899096
2939,49.599999999999895,113,1,2,113.0,0.0528937560551412
2940,57.599999999999916,82,1,1,82.0,0.05284086229908606
2941,57.59999999999994,82,1,1,82.0,0.05278802143678697
2942,55.59999999999991,102,1,1,102.0,0.052735233415350184
2943,60.39999999999989,103,1,0,103.0,0.052682498181934836
2944,57.39999999999993,84,1,1,84.0,0.052629815683752905
2945,60.99999999999991,97,1,0,97.0,0.05257718586806915
2946,61.19999999999991,95,1,0,95.0,0.05252460868220108
2947,55.19999999999992,106,1,1,106.0,0.05247208407351888
2948,57.39999999999993,84,1,1,84.0,0.052419611989445364
2949,55.799999999999905,100,1,1,100.0,0.05236719237745592
2950,58.99999999999989,117,1,0,117.0,0.05231482518507846
2951,62.39999999999992,83,1,0,83.0,0.052262510359893384
2952,61.39999999999991,93,1,0,93.0,0.05221024784953349
2953,62.199999999999925,85,1,0,85.0,0.05215803760168396
2954,61.19999999999992,95,1,0,95.0,0.052105879564082275
2955,61.19999999999991,95,1,0,95.0,0.05205377368451819
2956,62.59999999999993,81,1,0,81.0,0.052001719910833674
2957,55.7999999999999,100,1,1,100.0,0.05194971819092284
2958,62.59999999999992,81,1,0,81.0,0.05189776847273191
2959,61.1999999999999,95,1,0,95.0,0.05184587070425918
2960,60.99999999999991,97,1,0,97.0,0.05179402483355492
2961,61.19999999999991,95,1,0,95.0,0.05174223080872137
2962,62.59999999999994,81,1,0,81.0,0.05169048857791265
2963,55.9999999999999,98,1,1,98.0,0.051638798089334734
2964,61.39999999999992,93,1,0,93.0,0.051587159291245396
2965,46.59999999999994,94,1,3,94.0,0.05153557213195415
2966,59.199999999999896,115,1,0,115.0,0.0514840365598222
2967,44.79999999999997,112,1,3,112.0,0.05143255252326238
2968,60.3999999999999,103,1,0,103.0,0.05138111997073912
2969,60.79999999999992,99,1,0,99.0,0.05132973885076838
2970,62.79999999999993,79,1,0,79.0,0.05127840911191761
2971,61.999999999999915,87,1,0,87.0,0.05122713070280569
2972,60.99999999999991,97,1,0,97.0,0.05117590357210289
2973,61.1999999999999,95,1,0,95.0,0.05112472766853079
2974,60.799999999999905,99,1,0,99.0,0.05107360294086226
2975,51.399999999999906,95,1,2,95.0,0.051022529337921396
2976,61.59999999999991,91,1,0,91.0,0.05097150680858348
2977,52.599999999999916,83,1,2,83.0,0.05092053530177489
2978,60.3999999999999,103,1,0,103.0,0.050869614766473115
2979,50.99999999999994,99,1,2,99.0,0.05081874515170664
2980,55.99999999999992,98,1,1,98.0,0.050767926406554933
2981,62.39999999999993,83,1,0,83.0,0.05071715848014838
2982,61.79999999999992,89,1,0,89.0,0.050666441321668226
2983,46.599999999999945,94,1,3,94.0,0.050615774880346555
2984,55.39999999999992,104,1,1,104.0,0.05056515910546621
2985,56.39999999999991,94,1,1,94.0,0.05051459394636074
2986,61.19999999999992,95,1,0,95.0,0.050464079352414384
2987,61.799999999999926,89,1,0,89.0,0.05041361527306197
2988,62.39999999999992,83,1,0,83.0,0.05036320165778891
2989,63.19999999999993,75,1,0,75.0,0.05031283845613112
2990,59.79999999999989,109,1,0,109.0,0.05026252561767499
2991,62.39999999999992,83,1,0,83.0,0.05021226309205731
2992,61.39999999999992,93,1,0,93.0,0.05016205082896526
2993,56.59999999999994,92,1,1,92.0,0.05011188877813629
2994,50.5999999999999,103,1,2,103.0,0.05006177688935816
2995,62.99999999999993,77,1,0,77.0,0.0500117151124688
2996,61.599999999999916,91,1,0,91.0,0.05
2997,52.19999999999994,87,1,2,87.0,0.05
2998,61.19999999999992,95,1,0,95.0,0.05
2999,56.399999999999906,94,1,1,94.0,0.05
3000,61.99999999999993,87,1,0,87.0,0.05
3001,61.79999999999993,89,1,0,89.0,0.05
3002,62.39999999999991,83,1,0,83.0,0.05
3003,59.99999999999989,107,1,0,107.0,0.05
3004,57.59999999999993,82,1,1,82.0,0.05
